29100			403733			374648			337547			3009			2521			485
29149			404468			375334			337913			2852			2668			446
29199			405218			376034			339039			2855			2684			445
29249			405968			376734			339565			3084			2609			517
29299			406718			377434			340312			3089			2625			509
29348			407453			378120			340939			3036			2778			497
29398			408203			378820			341540			3031			2774			497
29448			408953			379520			342340			3036			2778			491
29498			409703			380220			342710			3116			2831			540
29548			410453			380920			343248			3123			2846			483
29598			411203			381620			344305			2927			2847			477
29648			411953			382320			344411			2932			2858			472
29700			412733			383048			345263			3030			2643			470
29750			413483			383748			345700			3030			2655			523
29799			414218			384434			346886			3131			2841			496
29850			414983			385148			347056			2966			2725			491
29900			415733			385848			348121			2973			2740			438
29949			416468			386534			348424			3118			2964			552
29999			417218			387234			349462			3119			2973			507
30049			417968			387934			349275			3154			2928			535
30099			418718			388634			350302			3169			2944			571
30148			419453			389320			351151			3157			2975			542
30198			420203			390020			351720			3173			2985			499
30249			420968			390734			352039			3215			2987			549
30298			421703			391420			352389			3272			2934			532
30348			422453			392120			353364			3277			2946			539
30395			423158			392778			353836			3065			2938			514
30445			423908			393478			354877			3065			2944			564
30498			424703			394220			355436			3059			3055			574
30548			425453			394920			356223			3069			3070			576
30597			426188			395606			356195			3268			3160			577
30650			426983			396348			357410			3143			3075			548
30700			427733			397048			358389			3147			3084			542
30750			428483			397748			358475			3196			3053			536
30800			429233			398448			359857			3160			3014			607
30850			429983			399148			359744			3167			3032			600
30900			430733			399848			360540			3155			3202			566
30949			431468			400534			361079			3188			3086			552
30999			432218			401234			361668			3141			3093			538
31049			432968			401934			362604			3156			3114			543
31098			433703			402620			363200			3104			3110			568
31150			434483			403348			363643			3293			3219			598
31200			435233			404048			364556			3296			3233			577
31249			435968			404734			365083			3317			3258			589
31296			436673			405392			365924			3227			3212			527
31350			437483			406148			365739			3346			3331			600
31400			438233			406848			367235			3344			3337			578
31448			438953			407520			366799			3269			3367			597
31500			439733			408248			368298			3365			3365			617
31550			440483			408948			369149			3377			3392			625
31598			441203			409620			369520			3217			3424			600
31650			441983			410348			370137			3351			3437			589
31698			442703			411020			370897			3351			3338			638
31748			443453			411720			371289			3345			3352			589
31794			444143			412364			371683			3307			3300			559
31849			444968			413134			373053			3357			3410			644
31896			445673			413792			373010			3454			3538			687
31946			446423			414492			373778			3454			3540			692
31998			447203			415220			374534			3333			3334			643
32047			447938			415906			374958			3332			3381			580
32097			448688			416606			376056			3339			3393			604
32150			449483			417348			376576			3319			3390			592
32199			450218			418034			377396			3397			3530			617
32249			450968			418734			378120			3413			3547			631
32298			451703			419420			378397			3410			3613			646
32349			452468			420134			379085			3430			3524			657
32399			453218			420834			379547			3445			3533			655
32449			453968			421534			380339			3507			3548			672
32499			454718			422234			381570			3520			3560			664
32547			455438			422906			381565			3325			3684			622
32598			456203			423620			382211			3523			3498			646
32648			456953			424320			382526			3529			3517			669
32700			457733			425048			383634			3489			3638			634
32750			458483			425748			384297			3497			3655			719
32800			459265			426481			385060			3576			3763			716
32846			460001			427171			385017			3547			3925			706
32896			460801			427921			386132			3564			3950			678
32947			461617			428686			386830			3475			3548			686
32997			462417			429436			387741			3485			3559			679
33047			463217			430186			388633			3541			3821			722
33100			464065			430981			388743			3686			3883			785
33150			464865			431731			389709			3698			3909			742
33196			465601			432421			390365			3628			3778			690
33246			466401			433171			390870			3643			3792			721
33296			467201			433921			391785			3611			4034			732
33346			468001			434671			391881			3618			4055			694
33398			468833			435451			393256			3585			4038			676
33449			469649			436216			393896			3590			3932			673
33499			470449			436966			394661			3597			3956			717
33547			471217			437686			394885			3581			3916			701
33597			472017			438436			395472			3585			3930			700
33647			472817			439186			396653			3668			4018			693
33698			473633			439951			397124			3749			4004			732
33748			474433			440701			397578			3758			4024			778
33799			475249			441466			398658			3600			3986			799
33848			476033			442201			399238			3606			4000			711
33899			476849			442966			399794			3739			4253			718
33946			477601			443671			400855			3684			3966			726
33996			478401			444421			401006			3692			3981			775
34048			479233			445201			402406			3760			4169			746
34098			480033			445951			402667			3766			4182			751
34148			480833			446701			403812			3701			1157			179
34198			481633			447451			403556			3609			1203			194
34248			482433			448201			404367			3611			1204			189
34296			483201			448921			405265			3636			1173			204
34346			484001			449671			406181			3659			1176			203
34398			484833			450451			407001			3742			1232			211
34449			485649			451216			407263			3782			1189			188
34499			486449			451966			408519			3776			1195			198
34550			487265			452731			408640			3551			1122			171
34599			488049			453466			409389			3761			1189			208
34649			488849			454216			409894			3757			1191			200
34698			489633			454951			411071			3709			1241			228
34748			490433			455701			410964			3720			1243			226
34799			491249			456466			412257			3798			1228			216
34849			492049			457216			412816			3734			1143			187
34899			492849			457966			413526			3744			1150			212
34948			493633			458701			414358			3747			1294			233
35000			494465			459481			415005			3738			1164			229
35050			495265			460231			416304			3744			1179			226
35098			496033			460951			416128			3770			1235			229
35148			496833			461701			417233			3714			1235			232
35198			497633			462451			418059			3708			1238			212
35250			498465			463231			418753			3741			1211			208
35299			499249			463966			419097			3765			1242			211
35349			500049			464716			420070			3761			1249			240
35399			500849			465466			420163			3834			1268			221
35444			501569			466141			421034			3801			1298			270
35494			502369			466891			421732			3808			1297			267
35548			503233			467701			422553			3898			1405			228
35598			504033			468451			422919			3898			1411			238
35648			504833			469201			423875			3647			1269			218
35696			505601			469921			424430			3937			1317			252
35746			506401			470671			424730			3936			1321			231
35799			507249			471466			426173			3750			1425			222
35848			508033			472201			426511			3840			1255			249
35898			508833			472951			427141			3839			1257			200
35946			509601			473671			428155			3907			1334			237
35997			510417			474436			427903			3809			1357			234
36047			511217			475186			429743			3817			1371			251
36099			512049			475966			430637			3743			1310			241
