272000	4643713	4371732	4025310	0	9457	1671
273000	4662713	4389732	4040772	0	9554	1671
274000	4681713	4407732	4058424	0	9661	1681
275000	4700713	4425732	4075599	0	9778	1639
276000	4719713	4443732	4091841	0	9885	1738
277000	4738713	4461732	4109023	0	9985	1773
278000	4757713	4479732	4125616	0	10073	1760
279000	4776713	4497732	4143449	0	10175	1777
280000	4795713	4515732	4158364	0	10276	1707
281000	4814713	4533732	4177214	0	10380	1779
282000	4833713	4551732	4191305	0	10466	1807
283000	4852713	4569732	4211083	0	10578	1827
284000	4871713	4587732	4226168	0	10688	1851
285000	4890713	4605732	4243850	0	10790	1886
286000	4909713	4623732	4259220	0	10895	1884
287000	4928713	4641732	4276052	0	11011	1890
288000	4947713	4659732	4293267	0	11144	1925
289000	4966713	4677732	4311341	0	11254	1995
290000	4985713	4695732	4327820	0	11388	1969
291000	5004713	4713732	4343188	0	11488	1927
292000	5023713	4731732	4360646	0	11609	1960
293000	5042713	4749732	4377515	0	11697	2018
294000	5061713	4767732	4394587	0	11834	2057
295000	5080713	4785732	4409500	0	11936	2099
296000	5099713	4803732	4426838	0	12059	2104
297000	5118713	4821732	4443746	0	12190	2103
298000	5137713	4839732	4460110	0	12307	2134
299000	5156713	4857732	4476669	0	12426	2127
300000	5175713	4875732	4493275	0	12571	2150
