0	0	0	0	0	0	0
1000	8977	7987	6713	0	0	0
2000	19953	17964	15398	0	0	0
3000	31905	28917	25146	0	0	0
4000	43905	39917	34910	0	1	0
5000	56809	51822	45388	0	1	0
6000	69809	63822	56355	0	6	1
7000	82809	75822	67158	0	13	1
8000	95809	87822	77810	0	21	2
9000	109617	100631	89508	0	30	5
10000	123617	113631	101034	0	36	5
11000	137617	126631	112845	0	47	14
12000	151617	139631	124540	0	58	10
13000	165617	152631	135985	0	74	17
14000	179617	165631	147897	0	89	19
15000	193617	178631	159737	0	107	18
16000	207617	191631	171119	0	127	29
17000	222233	205248	183594	0	151	41
18000	237233	219248	196100	0	177	25
19000	252233	233248	208924	0	204	35
20000	267233	247248	222147	0	235	47
21000	282233	261248	234579	0	286	50
22000	297233	275248	247616	0	327	62
23000	312233	289248	260378	0	375	66
24000	327233	303248	273354	0	430	70
25000	342233	317248	285563	0	484	90
26000	357233	331248	298098	0	544	86
27000	372233	345248	310638	0	614	131
28000	387233	359248	323784	0	695	131
29000	402233	373248	336849	0	759	151
30000	417233	387248	348980	0	837	134
31000	432233	401248	361575	0	924	142
32000	447233	415248	374289	0	1021	186
33000	462465	429481	387611	0	1113	213
34000	478465	444481	401231	0	1225	216
35000	494465	459481	415111	0	1340	246
36000	510465	474481	428234	0	1425	260
37000	526465	489481	442569	0	1527	283
38000	542465	504481	455404	0	1623	268
39000	558465	519481	469739	0	1755	342
40000	574465	534481	483223	0	1878	325
41000	590465	549481	497835	0	2038	382
42000	606465	564481	510865	0	2170	400
43000	622465	579481	524940	0	2307	423
44000	638465	594481	538353	0	2464	424
45000	654465	609481	552497	0	2627	456
46000	670465	624481	566422	0	2784	516
47000	686465	639481	579830	0	2976	539
48000	702465	654481	593207	0	3166	570
49000	718465	669481	607260	0	3374	629
50000	734465	684481	620844	0	3553	658
51000	750465	699481	634226	0	3760	679
52000	766465	714481	648489	0	3970	718
53000	782465	729481	662029	0	4183	777
54000	798465	744481	675313	0	4435	809
55000	814465	759481	689245	0	4689	846
56000	830465	774481	702668	0	4946	973
57000	846465	789481	716694	0	5207	978
58000	862465	804481	730387	0	5501	991
59000	878465	819481	744470	0	5739	1070
60000	894465	834481	758083	0	6039	1087
61000	910465	849481	771258	0	6364	1187
62000	926465	864481	785590	0	6645	1263
63000	942465	879481	799794	0	6954	1298
64000	958465	894481	813030	0	7311	1290
65000	974465	909481	826590	0	7626	1417
66000	990929	924946	840844	0	7903	1495
67000	1007929	940946	855909	0	2280	416
68000	1024929	956946	870229	0	2393	437
69000	1041929	972946	885411	0	2497	451
70000	1058929	988946	900088	0	2580	486
71000	1075929	1004946	914267	0	2686	469
72000	1092929	1020946	929068	0	2807	505
73000	1109929	1036946	944527	0	2939	520
74000	1126929	1052946	959248	0	3039	548
75000	1143929	1068946	974404	0	3151	596
76000	1160929	1084946	988207	0	3290	599
77000	1177929	1100946	1003166	0	3405	644
78000	1194929	1116946	1018717	0	3527	621
79000	1211929	1132946	1032096	0	3681	646
80000	1228929	1148946	1047339	0	3814	639
81000	1245929	1164946	1061828	0	3948	704
82000	1262929	1180946	1076712	0	4083	774
83000	1279929	1196946	1091182	0	4243	816
84000	1296929	1212946	1106879	0	4430	785
85000	1313929	1228946	1121020	0	4551	810
86000	1330929	1244946	1135614	0	4708	808
87000	1347929	1260946	1151028	0	4859	874
88000	1364929	1276946	1165010	0	5009	867
89000	1381929	1292946	1179634	0	5170	963
90000	1398929	1308946	1194796	0	5324	980
91000	1415929	1324946	1209104	0	5483	1007
92000	1432929	1340946	1224081	0	5638	1022
93000	1449929	1356946	1238911	0	5791	1055
94000	1466929	1372946	1253567	0	5986	1015
95000	1483929	1388946	1267996	0	6169	1132
96000	1500929	1404946	1281857	0	6389	1154
97000	1517929	1420946	1298018	0	6625	1202
98000	1534929	1436946	1312261	0	6829	1220
99000	1551929	1452946	1327244	0	6991	1225
100000	1568929	1468946	1341990	0	7183	1243
101000	1585929	1484946	1356729	0	7390	1321
102000	1602929	1500946	1370941	0	7615	1358
103000	1619929	1516946	1385942	0	7806	1412
104000	1636929	1532946	1400700	0	8020	1442
105000	1653929	1548946	1415358	0	8249	1445
106000	1670929	1564946	1430171	0	8469	1503
107000	1687929	1580946	1444648	0	8691	1497
108000	1704929	1596946	1459791	0	8960	1644
109000	1721929	1612946	1474595	0	9150	1615
110000	1738929	1628946	1489362	0	9370	1683
111000	1755929	1644946	1504527	0	9588	1771
112000	1772929	1660946	1519176	0	9838	1812
113000	1789929	1676946	1533904	0	10093	1864
114000	1806929	1692946	1548128	0	10403	1899
115000	1823929	1708946	1562323	0	10710	1941
116000	1840929	1724946	1576068	0	10985	1958
117000	1857929	1740946	1592132	0	11275	1994
118000	1874929	1756946	1606520	0	11588	2041
119000	1891929	1772946	1622693	0	11873	2131
120000	1908929	1788946	1636082	0	12145	2117
121000	1925929	1804946	1651489	0	12468	2255
122000	1942929	1820946	1666776	0	12725	2273
123000	1959929	1836946	1680147	0	13034	2372
124000	1976929	1852946	1694434	0	13281	2388
125000	1993929	1868946	1709775	0	13603	2552
126000	2010929	1884946	1724004	0	13874	2488
127000	2027929	1900946	1739858	0	14230	2617
128000	2044929	1916946	1754654	0	14514	2625
129000	2061929	1932946	1768771	0	14842	2639
130000	2078929	1948946	1783601	0	15176	2731
131000	2095929	1964946	1798208	0	15507	2693
132000	2113857	1981875	1814002	0	15803	2901
133000	2131857	1998875	1830176	0	16173	2886
134000	2149857	2015875	1845408	0	4562	766
135000	2167857	2032875	1861670	0	4686	795
136000	2185857	2049875	1876756	0	4806	826
137000	2203857	2066875	1892746	0	4925	807
138000	2221857	2083875	1907605	0	5031	774
139000	2239857	2100875	1923590	0	5138	876
140000	2257857	2117875	1940024	0	5247	871
141000	2275857	2134875	1955405	0	5365	891
142000	2293857	2151875	1971439	0	5492	951
143000	2311857	2168875	1987131	0	5613	920
144000	2329857	2185875	2003384	0	5729	985
145000	2347857	2202875	2018820	0	5837	1009
146000	2365857	2219875	2033638	0	5964	1006
147000	2383857	2236875	2049134	0	6087	1051
148000	2401857	2253875	2064929	0	6205	1019
149000	2419857	2270875	2080629	0	6306	1066
150000	2437857	2287875	2097545	0	6447	1081
151000	2455857	2304875	2114107	0	6554	1137
152000	2473857	2321875	2128632	0	6640	1127
153000	2491857	2338875	2143843	0	6756	1150
154000	2509857	2355875	2160226	0	6909	1161
155000	2527857	2372875	2176515	0	7043	1150
156000	2545857	2389875	2192022	0	7163	1248
157000	2563857	2406875	2206540	0	7299	1229
158000	2581857	2423875	2223809	0	7437	1245
159000	2599857	2440875	2238879	0	7561	1300
160000	2617857	2457875	2253789	0	7667	1308
161000	2635857	2474875	2270618	0	7811	1287
162000	2653857	2491875	2285551	0	7959	1384
163000	2671857	2508875	2301791	0	8081	1396
164000	2689857	2525875	2317210	0	8233	1413
165000	2707857	2542875	2333478	0	8374	1497
166000	2725857	2559875	2348374	0	8517	1493
167000	2743857	2576875	2363605	0	8669	1498
168000	2761857	2593875	2380479	0	8826	1536
169000	2779857	2610875	2395233	0	8968	1585
170000	2797857	2627875	2411973	0	9088	1613
171000	2815857	2644875	2427993	0	9235	1538
172000	2833857	2661875	2443013	0	9434	1688
173000	2851857	2678875	2458262	0	9574	1704
174000	2869857	2695875	2474441	0	9734	1702
175000	2887857	2712875	2489799	0	9883	1742
176000	2905857	2729875	2505008	0	10056	1731
177000	2923857	2746875	2521301	0	10213	1797
178000	2941857	2763875	2537018	0	10378	1827
179000	2959857	2780875	2553341	0	10552	1796
180000	2977857	2797875	2569391	0	10739	1841
181000	2995857	2814875	2585127	0	10896	1804
182000	3013857	2831875	2601018	0	11081	1987
183000	3031857	2848875	2616173	0	11237	1927
184000	3049857	2865875	2632513	0	11442	1984
185000	3067857	2882875	2647387	0	11611	2070
186000	3085857	2899875	2664596	0	11792	2015
187000	3103857	2916875	2679076	0	12028	2034
188000	3121857	2933875	2694608	0	12212	2121
189000	3139857	2950875	2711353	0	12383	2188
190000	3157857	2967875	2725345	0	12557	2292
191000	3175857	2984875	2742504	0	12725	2254
192000	3193857	3001875	2757498	0	12897	2257
193000	3211857	3018875	2774699	0	13075	2322
194000	3229857	3035875	2789437	0	13277	2294
195000	3247857	3052875	2803884	0	13487	2362
196000	3265857	3069875	2820305	0	13677	2387
197000	3283857	3086875	2835571	0	13859	2385
198000	3301857	3103875	2852056	0	14077	2497
199000	3319857	3120875	2867328	0	14290	2546
200000	3337857	3137875	2882377	0	14487	2539
201000	3355857	3154875	2897810	0	14684	2504
202000	3373857	3171875	2914954	0	14905	2649
203000	3391857	3188875	2930848	0	15125	2591
204000	3409857	3205875	2946583	0	15356	2758
205000	3427857	3222875	2962541	0	15598	2759
206000	3445857	3239875	2978212	0	15790	2645
207000	3463857	3256875	2993304	0	16007	2723
208000	3481857	3273875	3009481	0	16219	2833
209000	3499857	3290875	3025180	0	16455	2893
210000	3517857	3307875	3040698	0	16682	2926
211000	3535857	3324875	3056966	0	16877	2919
212000	3553857	3341875	3070436	0	17087	3047
213000	3571857	3358875	3088385	0	17330	3117
214000	3589857	3375875	3103699	0	17543	3127
215000	3607857	3392875	3119315	0	17735	3174
216000	3625857	3409875	3134797	0	17958	3084
217000	3643857	3426875	3151120	0	18204	3222
218000	3661857	3443875	3165816	0	18439	3274
219000	3679857	3460875	3182088	0	18676	3299
220000	3697857	3477875	3199254	0	18932	3424
221000	3715857	3494875	3213347	0	19230	3408
222000	3733857	3511875	3229333	0	19471	3434
223000	3751857	3528875	3244852	0	19704	3583
224000	3769857	3545875	3260158	0	19918	3583
225000	3787857	3562875	3277500	0	20148	3579
226000	3805857	3579875	3292562	0	20382	3679
227000	3823857	3596875	3307943	0	20621	3662
228000	3841857	3613875	3325075	0	20890	3701
229000	3859857	3630875	3339538	0	21160	3687
230000	3877857	3647875	3354912	0	21419	3776
231000	3895857	3664875	3370795	0	21698	3918
232000	3913857	3681875	3386497	0	21937	3948
233000	3931857	3698875	3402971	0	22234	3978
234000	3949857	3715875	3418434	0	22536	3970
235000	3967857	3732875	3434096	0	22817	4141
236000	3985857	3749875	3448950	0	23132	4221
237000	4003857	3766875	3465613	0	23427	4174
238000	4021857	3783875	3481859	0	23698	4167
239000	4039857	3800875	3498266	0	23917	4259
240000	4057857	3817875	3512876	0	24212	4354
241000	4075857	3834875	3528841	0	24489	4415
242000	4093857	3851875	3544043	0	24788	4523
243000	4111857	3868875	3559788	0	25108	4408
244000	4129857	3885875	3574947	0	25386	4493
245000	4147857	3902875	3591137	0	25677	4479
246000	4165857	3919875	3606665	0	26009	4733
247000	4183857	3936875	3623101	0	26302	4507
248000	4201857	3953875	3636908	0	26590	4717
249000	4219857	3970875	3654560	0	26933	4740
250000	4237857	3987875	3670259	0	27263	4877
251000	4255857	4004875	3685046	0	27540	4847
252000	4273857	4021875	3700057	0	27869	4987
253000	4291857	4038875	3716365	0	28170	5028
254000	4309857	4055875	3733354	0	28482	5041
255000	4327857	4072875	3747967	0	28787	5113
256000	4345857	4089875	3762590	0	29108	5092
257000	4363857	4106875	3781220	0	29412	5234
258000	4381857	4123875	3795409	0	29718	5208
259000	4399857	4140875	3811031	0	30029	5368
260000	4417857	4157875	3827313	0	30377	5367
261000	4435857	4174875	3843131	0	30707	5527
262000	4453857	4191875	3857957	0	31043	5478
263000	4472713	4209732	3875711	0	31352	5495
264000	4491713	4227732	3891164	0	31693	5607
265000	4510713	4245732	3908349	0	32018	5692
266000	4529713	4263732	3923848	0	32358	5783
267000	4548713	4281732	3940745	0	9006	1499
268000	4567713	4299732	3957281	0	9099	1540
269000	4586713	4317732	3975357	0	9179	1497
270000	4605713	4335732	3991347	0	9269	1640
271000	4624713	4353732	4008937	0	9368	1586
